id,value
Bacteria,
Bacteria.FCB group,
Bacteria.FCB group.Bacteroidetes/Chlorobi group,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides caccae,0.015889,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides coprocola,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides coprocola.Bacteroides coprocola DSM 17136,0.027026,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides fragilis,0.028693,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides ovatus,0.036720,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides uniformis,0.011732,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides vulgatus,0.025464,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.environmental samples <Bacteroides>,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.environmental samples <Bacteroides>.Bacteroides coprocola CAG:162,0.039916,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.environmental samples <Bacteroides>.Bacteroides sp. CAG:144,0.120453,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.environmental samples <Bacteroides>.Bacteroides sp. CAG:443,0.011305,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae.Butyricimonas,
