id,value
Bacteria,
Bacteria.FCB group,
Bacteria.FCB group.Bacteroidetes/Chlorobi group,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides cellulosilyticus,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides cellulosilyticus.Bacteroides cellulosilyticus CL02T12C19,0.018092,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides fragilis,0.028002,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides sp. 14(A),0.015573,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides stercoris,0.025184,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.environmental samples <Bacteroides>,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.environmental samples <Bacteroides>.Bacteroides cellulosilyticus CAG:158,0.018540,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.environmental samples <Bacteroides>.Bacteroides sp. CAG:144,0.758581,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Barnesiella,0.014843,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Parabacteroides,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Parabacteroides.Parabacteroides merdae,
Bacteria.FCB group.Bacteroidetes/Chlorobi group.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Parabacteroides.Parabacteroides merdae.Parabacteroides merdae ATCC 43184,0.012101,
